Dato;1;2;3;3B;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;Date;Dï¿½gnpris;;;;;;;
01.01.2021;260,59;254,32;250,46;;247,74;247,85;251,29;255,26;260,38;260,07;261,84;267,69;270,72;272,91;277,51;285,13;298,82;306,55;306,02;301,01;295,06;285,34;281,79;276,15;267,80;01.01.2021;272,60;;;;;;;
02.01.2021;267,27;260,17;258,40;;257,56;258,19;260,28;267,59;273,54;278,87;280,85;289,31;293,39;290,77;290,77;291,51;293,28;301,32;302,16;297,98;297,77;285,97;281,58;280,43;270,93;02.01.2021;280,41;;;;;;;
03.01.2021;263,93;256,83;249,21;;246,18;245,34;249,10;251,19;259,02;260,80;267,90;271,56;272,29;270,20;269,78;271,77;276,78;292,97;297,98;294,22;291,61;287,85;282,42;273,44;260,28;03.01.2021;269,28;;;;;;;
04.01.2021;257,56;251,19;249,41;;250,98;256,73;269,89;294,64;322,21;513,87;522,43;578,63;590,43;543,85;590,43;605,68;601,71;627,40;681,19;622,39;433,76;393,55;363,68;323,26;285,66;04.01.2021;434,61;;;;;;;
05.01.2021;290,23;286,47;282,61;;283,23;290,02;311,10;373,40;486,21;626,16;627,41;638,47;651,83;641,61;650,06;645,88;652,35;670,62;678,97;492,68;467,64;425,58;413,27;334,58;304,84;05.01.2021;480,22;;;;;;;
06.01.2021;312,39;300,76;294,38;;293,01;294,90;303,70;321,71;372,19;410,30;438,58;482,46;474,08;483,92;495,86;537,33;574,93;611,58;627,60;582,99;526,23;417,22;418,16;405,28;340,35;06.01.2021;430,00;;;;;;;
07.01.2021;447,02;424,40;406,66;;412,78;428,34;472,55;548,50;703,53;876,09;870,17;855,44;892,28;878,99;853,88;815,80;846,41;930,56;1036,72;878,06;807,19;671,67;605,47;600,18;525,36;07.01.2021;699,50;;;;;;;
08.01.2021;511,30;491,28;474,69;;461,52;473,76;521,87;618,41;802,35;1073,61;1117,78;1112,80;1081,07;1035,97;987,85;961,41;989,41;985,06;1140,59;1036,38;830,76;637,49;616,23;582,95;523,43;08.01.2021;794,50;;;;;;;
09.01.2021;490,57;485,01;479,23;;491,50;495,32;492,53;497,58;537,80;599,14;666,88;676,47;679,36;669,87;624,30;599,45;599,45;627,19;710,08;718,54;678,12;514,80;494,39;448,20;377,78;09.01.2021;568,90;;;;;;;
10.01.2021;401,89;372,19;355,43;;350,46;350,15;353,98;352,12;389,16;404,47;421,75;456,93;469,14;463,14;458,79;470,28;482,90;524,81;568,58;551,92;511,05;480,42;460,35;414,61;371,26;10.01.2021;434,82;;;;;;;
11.01.2021;420,10;409,65;390,92;;366,60;385,85;428,48;442,65;520,88;592,38;513,43;492,22;461,90;448,34;440,89;435,10;437,79;447,83;465,42;444,21;410,89;383,98;354,29;343,63;292,41;11.01.2021;430,41;;;;;;;
12.01.2021;270,78;263,23;258,05;;261,36;289,83;362,60;415,49;564,23;627,68;568,89;584,83;572,82;518,59;497,37;497,26;538,36;632,03;663,71;625,20;522,21;432,57;421,39;390,75;358,35;12.01.2021;464,07;;;;;;;
13.01.2021;342,50;336,28;327,47;;319,80;328,51;381,70;434,17;479,17;582,14;494,73;479,38;454,39;427,43;415,19;409,28;426,91;476,06;575,40;565,24;498,77;488,82;423,91;414,99;394,35;13.01.2021;436,52;;;;;;;
14.01.2021;385,20;381,17;381,89;;407,30;435,39;468,23;567,78;840,00;939,76;921,89;925,61;940,27;916,52;899,48;867,26;825,75;861,48;1039,62;931,08;905,68;770,19;647,92;617,76;574,18;14.01.2021;727,14;;;;;;;
15.01.2021;505,35;489,98;476,87;;467,38;479,35;514,53;649,69;823,96;997,08;1033,40;935,69;897,31;817,66;790,73;795,89;794,24;846,04;1026,59;1011,32;980,27;796,51;693,13;646,08;554,05;15.01.2021;750,96;;;;;;;
16.01.2021;547,92;533,05;514,79;;500,03;496,31;488,68;495,38;530,78;608,60;660,10;637,70;641,21;550,08;506,63;505,39;522,73;610,15;670,94;685,28;658,04;566,18;546,78;535,84;497,14;16.01.2021;562,91;;;;;;;
17.01.2021;482,82;465,48;467,24;;467,14;460,91;460,39;470,88;482,93;492,27;496,01;568,61;603,19;531,63;548,56;518,76;555,42;629,36;696,35;747,76;664,46;648,57;577,02;541,40;487,08;17.01.2021;544,34;;;;;;;
18.01.2021;455,40;460,80;458,31;;461,84;465,58;482,09;557,91;774,03;819,62;785,66;744,33;648,68;604,44;580,65;597,89;596,02;566,43;622,51;572,03;534,02;487,81;473,89;446,06;392,88;18.01.2021;566,20;;;;;;;
19.01.2021;381,90;373,48;361,01;;373,69;381,38;396,35;430,12;485,09;573,11;566,36;547,96;566,36;542,56;541,52;544,22;533,52;539,24;568,44;548,17;471,69;430,33;413,08;380,97;324,54;19.01.2021;469,80;;;;;;;
20.01.2021;313,81;293,84;282,15;;276,98;298,50;330,16;369,37;403,72;426,79;402,48;393,27;392,65;392,34;381,17;380,75;393,06;406,93;470,87;418,10;404,86;369,27;333,05;305,12;263,94;20.01.2021;362,63;;;;;;;
21.01.2021;256,60;239,15;215,30;;206,21;222,11;253,81;283,66;364,71;384,44;364,40;340,86;344,68;347,88;364,92;374,01;378,03;391,67;408,08;384,33;368,74;330,54;310,61;283,24;256,70;21.01.2021;319,78;;;;;;;
22.01.2021;256,98;216,83;184,06;;129,36;207,82;275,83;322,13;376,51;425,17;405,81;395,57;383,68;372,72;366,99;361,25;360,33;365,76;370,98;363,30;341,59;300,41;287,10;279,42;277,67;22.01.2021;317,80;;;;;;;
23.01.2021;293,62;301,58;307,78;;313,25;322,86;333,19;351,17;358,50;366,77;374,00;385,67;390,01;391,46;392,39;394,77;409,85;583,63;636,21;651,19;595,71;423,69;403,34;386,19;376,89;23.01.2021;405,99;;;;;;;
24.01.2021;390,61;391,02;390,09;;390,71;393,19;399,58;405,88;419,39;459,51;505,31;530,58;560,49;534,91;474,36;457,34;473,74;536,35;639,29;670,44;648,89;611,65;566,27;535,32;454,46;24.01.2021;493,31;;;;;;;
25.01.2021;469,31;430,73;425,16;;418,36;426,61;470,96;638,98;722,02;779,98;821,76;773,07;744,71;711,91;691,07;679,83;680,86;694,68;757,70;737,49;671,16;644,86;569,98;516,96;418,15;25.01.2021;620,68;;;;;;;
26.01.2021;439,40;436,72;435,48;;431,15;454,78;513,91;604,31;730,10;763,13;740,22;762,71;743,00;722,37;680,16;684,49;703,27;709,47;760,86;726,08;651,68;624,23;566,85;526,81;464,69;26.01.2021;619,83;;;;;;;
27.01.2021;473,79;456,58;441,75;;431,07;437,50;466,53;531,32;643,19;692,43;685,49;678,75;683,62;681,96;679,47;682,58;685,90;683,21;706,74;730,69;663,40;618,31;577,98;550,50;501,67;27.01.2021;599,35;;;;;;;
28.01.2021;489,04;468,80;457,32;;442,40;455,34;463,37;558,43;662,98;756,67;718,17;706,28;667,78;633,76;626,87;621,87;591,71;595,16;835,45;681,97;633,34;580,86;556,13;532,34;474,85;28.01.2021;592,12;;;;;;;
29.01.2021;448,63;428,98;413,54;;407,35;413,65;450,10;495,47;683,71;770,89;769,73;722,26;667,42;583,71;554,40;513,12;532,45;584,23;697,99;638,54;623,73;570,79;525,52;482,13;449,47;29.01.2021;559,49;;;;;;;
30.01.2021;437,54;417,48;403,63;;392,37;393,61;407,35;429,58;448,08;498,83;596,71;597,54;597,23;569,84;523,02;496,04;496,66;584,83;626,17;637,23;616,25;545,55;485,39;485,60;437,23;30.01.2021;505,16;;;;;;;
31.01.2021;437,15;425,72;420,84;;410,35;410,87;421,98;424,06;428,94;465,92;510,59;527,01;531,27;523,27;482,34;477,35;497,82;549,76;669,64;663,62;647,72;602,43;533,35;511,95;471,22;31.01.2021;501,88;;;;;;;
01.02.2021;442,03;425,72;425,31;;415,75;423,44;476,94;617,28;1557,76;2077,08;1722,31;1304,17;697,90;686,06;689,28;814,98;894,24;1454,60;2077,08;1236,54;732,08;647,10;585,50;573,96;513,19;01.02.2021;895,43;;;;;;;
02.02.2021;479,17;467,95;452,79;;440,84;456,84;478,76;648,80;1210,13;1581,48;1240,57;1039,57;693,57;664,69;650,04;669,26;672,58;819,98;927,39;685,67;624,39;531,73;505,24;483,43;436,06;02.02.2021;702,54;;;;;;;
03.02.2021;401,00;388,98;380,69;;382,55;401,00;427,33;466,82;712,14;879,32;766,66;879,74;638,04;620,73;610,68;518,95;507,96;570,57;713,91;565,49;527,14;453,03;433,13;416,13;382,76;03.02.2021;543,53;;;;;;;
04.02.2021;361,98;356,91;351,52;;357,94;382,91;409,42;500,46;649,50;878,91;829,51;878,81;621,74;610,97;622,05;655,61;656,34;689,38;1045,46;924,90;699,21;623,50;561,57;541,27;478,71;04.02.2021;612,02;;;;;;;
05.02.2021;470,99;454,87;436,57;;425,82;428,92;452,07;770,92;1762,72;2067,31;2038,37;1862,66;719,97;666,43;667,67;670,98;663,85;697,34;922,13;744,98;608,45;528,14;515,64;501,17;450,42;05.02.2021;813,68;;;;;;;
06.02.2021;419,85;412,42;405,29;;398,90;401,68;411,90;420,77;432,13;442,96;516,24;574,35;548,65;517,17;498,59;481,25;482,91;495,81;641,23;602,11;494,46;438,22;428,21;420,16;409,01;06.02.2021;470,59;;;;;;;
07.02.2021;411,50;396,90;390,01;;380,24;383,01;395,15;392,17;398,03;416,95;426,11;428,99;429,81;428,88;425,80;419,83;421,07;432,59;460,36;469,51;453,36;429,30;427,44;419,22;399,37;07.02.2021;418,15;;;;;;;
08.02.2021;412,02;405,43;401,12;;403,69;416,75;459,23;474,65;690,64;846,87;822,90;719,02;668,73;639,73;605,17;515,07;579,25;580,18;771,38;718,92;649,39;571,43;512,50;492,96;463,03;08.02.2021;575,84;;;;;;;
09.02.2021;478,93;477,08;476,77;;472,46;476,05;492,16;596,71;857,51;1127,24;892,60;840,79;774,72;734,70;720,85;721,98;736,86;746,61;1127,65;1173,11;767,43;705,67;595,17;571,16;513,91;09.02.2021;711,59;;;;;;;
10.02.2021;528,49;508,48;496,17;;487,45;489,29;504,89;615,72;821,47;970,79;1012,04;961,34;906,34;820,86;778,99;769,24;781,86;822,81;966,17;1127,38;903,98;751,79;658,72;601,87;545,32;10.02.2021;742,98;;;;;;;
11.02.2021;569,41;543,72;528,68;;512,10;511,89;587,52;743,38;1743,63;2442,81;2023,94;1319,55;979,17;844,29;767,43;832,01;897,30;1142,09;2018,00;1590,33;1016,32;779,41;653,22;604,82;549,45;11.02.2021;1008,35;;;;;;;
12.02.2021;524,14;504,02;505,35;;494,26;490,46;515,11;645,81;1748,50;2566,59;2035,16;1211,22;801,05;729,38;610,69;603,81;597,14;674,86;749,40;820,86;720,14;628,97;569,62;554,53;498,37;12.02.2021;824,98;;;;;;;
13.02.2021;494,81;485,24;484,00;;469,18;459,91;467,53;470,62;503,04;617,82;664,34;645,09;604,33;515,29;485,44;484,52;497,59;563,98;662,70;751,01;710,25;602,07;524,15;506,85;477,00;13.02.2021;547,78;;;;;;;
14.02.2021;467,56;456,20;445,88;;438,72;433,30;430,94;434,93;445,98;470,11;474,51;471,75;471,13;461,52;445,77;434,83;448,33;471,54;576,67;650,00;598,25;506,52;473,08;467,76;437,69;14.02.2021;475,54;;;;;;;
15.02.2021;400,37;394,95;388,40;;383,39;399,34;449,05;497,83;1022,14;2024,54;1133,71;935,93;713,09;606,64;577,18;514,19;502,53;521,76;751,55;712,99;638,13;569,21;492,92;511,43;471,54;15.02.2021;650,53;;;;;;;
16.02.2021;461,29;452,10;444,34;;431,07;432,39;459,14;513,97;669,57;807,10;815,88;816,29;651,91;606,78;568,29;515,71;506,42;538,88;608,72;620,36;546,85;498,86;492,53;483,75;439,54;16.02.2021;557,57;;;;;;;
17.02.2021;427,58;420,96;407,12;;380,66;387,17;393,79;413,33;530,48;611,49;622,79;573,94;527,22;484,47;465,24;472,67;481,83;547,58;620,86;725,39;669,00;586,25;492,31;484,27;457,91;17.02.2021;507,68;;;;;;;
18.02.2021;431,81;419,04;399,52;;396,15;386,03;409,23;455,11;595,70;614,20;586,81;505,38;480,55;463,69;445,81;445,60;435,69;444,38;472,27;534,70;470,33;429,15;402,79;384,09;372,03;18.02.2021;457,50;;;;;;;
19.02.2021;379,38;378,57;377,75;;374,58;384,50;398,40;439,00;554,35;599,65;575,93;523,26;472,85;458,53;443,81;445,75;482,77;564,37;605,58;620,92;574,39;485,94;454,75;448,51;420,60;19.02.2021;477,67;;;;;;;
20.02.2021;404,60;385,66;372,24;;369,27;369,37;349,61;369,99;379,00;398,87;390,47;371,42;369,48;363,23;357,50;354,83;352,79;378,28;409,72;422,63;407,98;371,53;340,91;336,61;322,37;20.02.2021;372,85;;;;;;;
21.02.2021;308,16;303,43;295,71;;295,09;298,49;306,31;307,85;309,19;330,70;355,92;343,98;341,41;346,45;345,93;352,73;370,02;412,94;437,02;458,74;448,14;435,17;421,38;421,89;406,15;21.02.2021;360,53;;;;;;;
22.02.2021;400,18;393,07;380,72;;379,39;383,09;404,40;469,14;478,19;481,38;473,05;462,96;454,01;444,95;435,69;447,21;458,12;467,59;467,59;462,03;456,68;427,35;422,10;411,50;386,59;22.02.2021;435,29;;;;;;;
23.02.2021;373,46;364,48;362,01;;372,84;376,86;391,30;410,49;432,06;442,68;431,95;425,14;412,66;401,21;394,81;397,39;400,59;412,76;416,06;414,31;410,70;409,36;404,41;389,86;354,58;23.02.2021;400,08;;;;;;;
24.02.2021;308,59;277,07;249,78;;232,32;260,74;283,06;328,74;372,77;379,69;372,15;368,73;354,37;337,21;341,25;349,72;353,54;367,29;387,75;384,03;366,56;345,59;336,49;310,97;297,53;24.02.2021;331,91;;;;;;;
25.02.2021;262,36;252,61;250,46;;255,08;269,85;284,83;323,31;363,63;381,90;372,46;368,76;357,78;350,91;353,47;349,78;347,83;351,52;388,98;389,39;364,04;345,06;327,41;296,12;294,27;25.02.2021;329,24;;;;;;;
26.02.2021;275,04;271,78;265,56;;270,04;273,71;280,23;328,03;373,17;381,12;369,70;349,02;321,81;295,42;282,07;270,96;276,06;296,23;347,08;359,82;333,73;305,40;304,18;303,57;304,38;26.02.2021;309,92;;;;;;;
27.02.2021;326,18;333,36;348,87;;350,54;352,00;353,56;355,22;368,55;376,88;395,93;403,95;394,47;384,69;373,13;367,72;372,51;378,34;388,23;392,91;379,48;372,09;366,68;355,64;353,35;27.02.2021;368,51;;;;;;;
28.02.2021;355,60;351,43;349,13;;350,59;354,45;356,01;357,99;361,02;363,62;370,92;371,76;365,92;345,17;319,42;311,29;336,41;356,43;381,66;397,71;391,56;378,43;375,30;366,02;360,60;28.02.2021;359,52;;;;;;;
01.03.2021;364,46;363,94;362,16;;362,69;363,94;381,87;400,84;431,49;440,25;434,93;430,14;415,02;406,99;403,97;402,30;399,07;398,65;407,62;419,92;401,57;391,04;379,68;365,40;361,43;01.03.2021;395,39;;;;;;;
02.03.2021;393,75;388,75;387,29;;386,56;390,21;403,34;417,41;500,24;718,74;592,97;515,14;451,06;436,58;429,70;424,28;416,47;419,38;437,20;454,39;437,41;416,05;411,99;405,21;389,27;02.03.2021;442,64;;;;;;;
03.03.2021;392,35;387,63;386,51;;386,51;387,63;400,64;431,07;511,18;662,58;575,20;489,66;444,79;439,16;425,33;429,63;433,12;437,73;450,22;452,48;429,43;396,14;385,28;382,20;377,18;03.03.2021;437,24;;;;;;;
04.03.2021;370,76;367,60;369,74;;369,84;367,19;386,19;410,01;452,42;505,66;497,79;464,17;459,37;458,04;455,79;438,52;426,66;429,01;445,26;463,86;430,75;420,53;416,34;405,51;389,47;04.03.2021;425,02;;;;;;;
05.03.2021;396,07;394,11;393,29;;395,24;403,87;417,94;513,47;682,53;695,07;650,08;598,62;573,76;547,57;469,09;441,26;456,87;515,62;586,29;638,68;498,27;427,29;417,53;410,24;393,19;05.03.2021;496,50;;;;;;;
06.03.2021;411,92;401,59;394,84;;384,61;381,44;379,39;385,12;396,99;402,51;399,44;392,08;373,97;360,98;357,50;356,07;355,05;357,20;373,36;389,32;378,47;356,28;350,24;348,30;343,90;06.03.2021;376,27;;;;;;;
07.03.2021;339,54;338,52;338,31;;338,31;339,43;340,86;354,10;362,14;374,05;380,77;376,90;383,52;381,07;370,89;380,16;399,30;411,52;415,08;436,56;444,30;427,09;421,80;413,14;412,43;07.03.2021;382,49;;;;;;;
08.03.2021;413,04;411,11;411,01;;411,82;412,64;442,57;631,93;783,63;856,73;671,23;586,63;569,53;550,18;537,45;534,20;546,62;578,48;690,58;997,23;1021,05;577,47;509,66;433,61;412,53;08.03.2021;582,96;;;;;;;
09.03.2021;405,04;403,82;403,41;;404,33;405,96;428,06;559,24;747,55;828,52;715,98;623,20;587,86;571,76;557,30;557,51;566,37;563,00;642,75;940,75;822,10;542,23;482,55;427,24;406,87;09.03.2021;566,39;;;;;;;
10.03.2021;407,33;403,20;402,59;;403,00;406,83;413,38;431,74;683,06;665,31;571,52;465,12;443,94;429,92;424,07;423,77;427,30;426,90;429,92;430,73;429,62;401,69;396,64;357,92;326,75;10.03.2021;441,76;;;;;;;
11.03.2021;335,94;318,79;301,95;;301,74;307,19;310,62;345,73;373,17;379,63;378,01;372,36;371,56;372,97;356,93;357,73;357,94;365,60;383,66;393,85;373,17;361,57;359,15;341,79;316,78;11.03.2021;351,58;;;;;;;
12.03.2021;329,88;330,19;327,87;;329,58;330,99;333,61;358,62;395,01;377,17;359,83;358,82;357,10;354,89;347,73;343,80;344,30;359,73;402,68;419,11;423,44;410,54;382,31;356,90;341,38;12.03.2021;361,48;;;;;;;
13.03.2021;364,79;351,05;342,56;;342,66;343,47;348,72;358,53;355,59;359,33;370,75;377,02;375,00;374,69;368,73;366,61;364,08;365,50;374,49;406,52;420,47;368,83;373,68;362,06;356,81;13.03.2021;366,33;;;;;;;
14.03.2021;356,56;353,03;349,51;;349,01;350,92;354,04;361,99;356,15;356,45;362,90;363,10;359,37;353,94;343,37;338,23;337,43;347,60;381,82;441,72;446,75;440,11;427,73;421,48;402,16;14.03.2021;373,14;;;;;;;
15.03.2021;388,67;381,82;373,97;;370,35;386,75;416,15;456,31;529,30;632,98;503,22;477,86;451,99;446,25;434,57;410,41;407,69;428,93;448,87;452,49;454,60;451,18;438,90;429,74;411,72;15.03.2021;441,03;;;;;;;
16.03.2021;409,69;405,96;405,46;;409,29;411,41;421,39;447,60;647,50;674,62;585,91;513,02;468,67;450,22;445,38;441,75;443,26;458,28;515,14;690,65;514,64;474,82;444,07;433,68;419,67;16.03.2021;480,50;;;;;;;
17.03.2021;418,51;415,28;414,98;;415,38;417,60;431,62;497,81;637,75;626,96;612,83;563,49;582,36;535,95;505,38;491,86;489,34;541,70;648,55;760,54;588,41;447,97;438,08;425,37;401,36;17.03.2021;512,88;;;;;;;
18.03.2021;403,73;399,28;398,57;;399,07;402,41;421,33;442,08;534,97;769,71;517,66;493,78;454,73;453,41;445,82;438,03;433,68;440,26;449,06;454,02;454,62;436,31;428,11;417,79;403,12;18.03.2021;453,81;;;;;;;
19.03.2021;412,15;405,80;405,10;;405,80;414,57;428,48;439,26;447,83;454,69;447,03;442,79;437,25;433,52;425,76;422,43;426,06;430,90;432,51;436,04;438,16;433,22;432,61;419,71;409,93;19.03.2021;428,40;;;;;;;
20.03.2021;408,60;406,56;401,28;;397,32;395,60;395,60;396,10;403,11;406,56;408,80;408,09;405,24;400,78;390,21;379,85;375,79;374,06;368,48;376,70;368,07;353,75;345,22;344,41;334,45;20.03.2021;385,19;;;;;;;
21.03.2021;351,27;352,19;350,45;;349,94;352,70;354,63;360,14;361,26;363,20;365,14;367,69;366,16;364,02;361,87;361,67;371,36;379,11;391,95;404,50;413,06;411,53;410,00;407,66;402,25;21.03.2021;373,91;;;;;;;
22.03.2021;402,05;400,42;400,62;;401,54;403,68;410,82;438,76;507,58;571,72;464,25;451,91;438,96;435,08;428,56;425,50;426,93;432,94;438,76;450,58;453,23;424,68;424,17;408,47;399,29;22.03.2021;435,02;;;;;;;
23.03.2021;400,00;399,39;399,79;;400,40;401,82;410,75;427,70;530,72;748,03;455,11;441,41;427,30;422,93;417,96;414,61;413,90;411,26;415,02;422,73;409,94;405,27;410,04;404,97;398,17;23.03.2021;432,88;;;;;;;
24.03.2021;399,12;389,03;385,16;;384,45;385,37;398,20;402,99;409,41;419,39;410,73;402,99;405,33;405,54;402,68;401,87;401,56;402,17;406,05;418,68;406,35;403,50;405,64;404,72;400,24;24.03.2021;402,13;;;;;;;
25.03.2021;399,00;396,97;396,05;;395,95;397,07;400,82;406,61;429,95;442,54;432,19;437,47;415,03;406,81;404,17;399,81;404,68;404,58;413,71;419,70;416,96;403,46;404,99;402,24;398,29;25.03.2021;409,54;;;;;;;
26.03.2021;399,73;396,99;394,14;;393,94;396,58;398,00;405,73;421,79;423,51;405,12;402,37;382,66;366,80;363,55;367,92;382,55;392,82;400,14;401,97;394,14;390,38;393,63;383,16;368,83;26.03.2021;392,77;;;;;;;
27.03.2021;386,44;381,17;373,56;;362,61;355,61;356,83;359,16;350,54;353,48;363,52;365,04;362,61;360,48;355,81;352,16;355,10;365,85;380,36;392,94;412,92;401,86;391,72;387,05;385,73;27.03.2021;371,36;;;;;;;
28.03.2021;401,48;395,21;;;376,39;372,54;372,04;373,25;372,24;371,74;373,35;373,35;372,44;373,05;372,24;372,04;371,33;370,62;372,85;374,77;392,48;399,96;400,17;399,16;395,51;28.03.2021;380,36;;;Summertime;;;;
29.03.2021;373,76;362,22;361,41;;361,41;361,72;362,53;368,19;389,34;397,23;393,79;374,97;364,25;362,43;361,52;360,50;359,39;362,12;362,33;372,44;373,86;377,81;378,62;366,07;357,87;29.03.2021;369,41;;;;;;;
30.03.2021;355,37;353,45;352,13;;352,74;358,19;367,08;378,18;400,19;419,78;419,88;418,46;409,38;391,41;377,37;373,03;374,55;386,96;399,79;405,34;408,47;409,38;410,79;407,36;400,69;30.03.2021;388,75;;;;;;;
31.03.2021;384,95;379,93;378,42;;380,23;383,44;386,66;393,79;413,69;426,35;418,31;419,62;418,41;414,99;408,56;413,29;410,87;409,17;412,99;414,89;413,99;398,21;390,88;385,45;380,33;31.03.2021;401,56;;;;;;;
01.04.2021;393,05;392,15;392,05;;389,56;384,66;388,46;404,63;412,82;422,50;426,00;423,70;412,32;396,94;378,47;353,32;373,78;396,44;396,64;398,44;400,74;397,04;395,55;395,35;394,65;01.04.2021;396,64;;;;;;;
02.04.2021;396,16;395,36;395,06;;393,85;392,44;392,04;394,35;393,45;382,08;376,45;359,85;339,22;303,91;242,14;112,37;85,01;120,72;281,38;338,42;355,22;376,75;390,23;380,67;376,85;02.04.2021;332,25;;;;;;;
03.04.2021;399,18;375,14;366,39;;363,67;362,36;371,82;390,53;405,42;409,14;405,42;398,68;372,42;350,19;302,20;233,59;271,12;328,16;366,18;382,18;403,10;406,22;400,29;398,17;393,85;03.04.2021;368,98;;;;;;;
