Dato;1;2;3;3B;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;Date;Dï¿½gnpris;;;;;;;
04.04.2021;400,29;396,46;388,22;;386,71;375,64;367,09;358,44;357,63;345,36;325,24;307,33;258,44;226,75;101,91;21,03;17,81;25,65;100,90;309,14;344,45;349,69;345,76;325,04;246,17;04.04.2021;278,38;;;;;;;
05.04.2021;154,82;193,76;139,03;;150,80;85,01;20,22;50,70;119,61;216,99;303,91;265,38;256,13;246,17;88,03;50,80;41,25;44,67;56,84;258,34;318,30;321,12;322,02;315,28;299,69;05.04.2021;179,95;;;;;;;
06.04.2021;283,49;180,38;163,78;;253,31;296,47;349,79;414,67;442,74;542,44;407,43;404,41;402,90;395,76;372,22;365,08;361,25;359,75;389,62;421,41;433,59;417,69;404,61;394,05;390,13;06.04.2021;368,62;;;;;;;
07.04.2021;381,52;381,83;386,47;;393,03;386,06;399,29;578,74;786,06;832,39;657,27;551,09;515,46;416,85;410,59;403,43;402,01;403,02;406,25;468,32;560,17;485,58;425,33;413,11;390,30;07.04.2021;476,42;;;;;;;
08.04.2021;391,85;385,00;384,60;;392,46;392,15;405,95;599,11;804,25;999,62;669,60;601,32;589,44;546,23;414,61;402,73;402,93;403,13;402,63;403,63;406,45;396,58;382,69;371,91;353,48;08.04.2021;479,26;;;;;;;
09.04.2021;357,72;366,88;362,15;;361,75;367,69;370,91;372,52;372,01;380,57;380,17;377,45;372,21;370,00;367,48;364,97;362,05;362,05;362,95;361,75;373,12;381,78;384,29;386,61;381,98;09.04.2021;370,88;;;;;;;
10.04.2021;384,65;384,55;388,60;;395,29;400,15;407,14;415,76;420,11;423,76;427,71;427,41;424,47;420,52;418,29;416,16;415,25;415,86;418,09;420,72;423,76;425,08;422,04;420,42;416,77;10.04.2021;413,86;;;;;;;
11.04.2021;422,50;421,39;415,73;;417,75;416,94;411,28;416,23;411,28;418,05;419,88;420,38;418,97;419,37;417,95;410,77;404,61;411,18;418,86;425,64;427,86;427,97;426,75;423,72;421,39;11.04.2021;418,60;;;;;;;
12.04.2021;420,38;410,98;409,76;;404,10;407,74;410,67;420,89;481,87;554,47;620,61;492,18;471,04;446,07;420,68;407,13;405,62;411,68;438,99;460,83;482,88;461,03;459,62;424,02;412,49;12.04.2021;447,32;;;;;;;
13.04.2021;411,95;407,80;404,97;;404,26;406,08;415,79;449,46;494,56;518,83;492,43;449,36;444,30;422,56;419,33;405,17;409,52;422,46;443,80;455,93;472,82;481,92;480,71;458,26;427,42;13.04.2021;441,65;;;;;;;
14.04.2021;435,63;435,32;436,74;;444,76;447,29;499,34;774,27;1202,39;1268,13;766,35;635,28;629,80;591,35;553,11;474,99;478,34;498,63;504,21;504,00;505,73;516,48;506,64;506,54;453,68;14.04.2021;586,21;;;;;;;
15.04.2021;535,78;511,86;483,50;;536,28;597,44;503,59;712,19;1027,25;1162,28;759,82;665,36;613,79;508,93;490,57;459,08;456,46;472,30;499,75;611,87;760,22;695,43;563,63;497,43;484,21;15.04.2021;608,71;;;;;;;
16.04.2021;479,53;486,57;487,27;;488,58;495,61;532,31;574,73;837,82;942,87;643,39;502,05;491,39;481,44;476,61;458,72;448,67;450,98;461,23;469,88;467,46;457,91;473,60;483,55;472,49;16.04.2021;523,53;;;;;;;
17.04.2021;490,53;491,23;489,13;;489,13;489,83;488,12;467,47;465,46;473,48;476,59;487,62;482,31;484,41;466,47;470,48;470,98;470,38;488,83;498,45;503,06;502,76;511,69;505,97;494,44;17.04.2021;485,78;;;;;;;
18.04.2021;489,60;480,49;478,99;;478,49;480,79;478,59;474,39;473,49;478,49;481,79;482,80;481,29;501,01;491,20;471,59;466,38;479,89;499,41;512,82;518,22;519,53;524,23;511,42;495,11;18.04.2021;489,58;;;;;;;
19.04.2021;478,79;470,99;470,49;;469,99;471,29;478,29;465,78;499,91;538,24;510,92;511,42;479,29;469,88;462,38;460,88;461,78;460,98;466,78;468,48;467,98;466,28;467,88;468,78;463,98;19.04.2021;476,31;;;;;;;
20.04.2021;462,76;459,36;458,96;;459,16;458,76;464,36;456,86;464,26;484,83;465,06;457,76;455,77;454,77;456,07;455,67;456,76;456,86;457,66;456,57;456,96;457,66;462,56;463,46;458,46;20.04.2021;460,06;;;;;;;
21.04.2021;452,02;447,62;445,42;;444,32;443,72;449,72;455,52;460,82;462,22;450,82;430,63;423,43;415,33;392,94;381,85;364,35;349,16;396,64;415,43;418,53;422,93;421,13;414,23;395,54;21.04.2021;423,10;;;;;;;
22.04.2021;391,10;394,12;394,22;;398,24;399,34;399,14;428,19;454,73;457,14;443,57;422,96;398,94;384,87;353,41;337,53;331,19;361,25;401,15;422,56;445,18;442,76;441,46;431,51;412,51;22.04.2021;406,13;;;;;;;
23.04.2021;435,89;434,88;437,79;;446,51;453,03;456,54;458,34;493,63;534,33;487,52;470,97;460,55;453,93;426,36;401,10;413,23;429,37;441,10;454,53;458,34;464,36;468,57;467,57;465,86;23.04.2021;454,76;;;;;;;
24.04.2021;484,90;480,58;479,77;;480,17;481,98;487,01;481,78;487,41;493,24;490,23;478,57;466,60;441,88;406,29;372,22;380,86;407,50;441,37;466,40;476,25;482,18;481,48;483,39;482,18;24.04.2021;463,09;;;;;;;
25.04.2021;493,11;471,56;472,56;;469,55;466,25;461,64;445,10;443,09;434,78;400,70;401,60;399,00;394,39;391,98;383,76;374,24;372,64;409,62;440,09;464,54;471,66;484,59;494,71;497,82;25.04.2021;439,12;;;;;;;
26.04.2021;484,09;477,17;477,97;;480,48;484,99;496,21;540,71;795,08;815,13;720,92;520,97;511,85;502,33;491,00;484,49;492,51;496,21;526,08;616,58;767,62;786,06;679,43;599,95;517,26;26.04.2021;573,55;;;;;;;
27.04.2021;511,26;487,06;485,25;;481,64;491,18;517,19;593,11;807,12;796,67;568,41;511,46;501,92;486,06;466,07;459,85;474,21;492,69;521,71;591,00;585,78;564,89;579,65;524,12;483,14;27.04.2021;540,89;;;;;;;
28.04.2021;471,73;465,01;470,93;;479,45;490,07;522,75;695,77;793,10;832,89;679,83;546,01;516,14;496,69;495,69;509,62;544,30;560,94;637,63;653,56;738,57;634,62;608,06;551,02;491,08;28.04.2021;578,56;;;;;;;
29.04.2021;482,08;475,79;474,10;;475,69;483,58;491,47;559,05;772,19;823,01;676,06;595,69;555,36;537,59;487,97;466,21;453,33;466,61;481,88;506,14;507,64;492,87;492,47;477,99;479,99;29.04.2021;529,78;;;;;;;
30.04.2021;480,18;473,32;482,07;;490,71;492,10;502,64;581,76;782,64;817,92;755,60;703,32;666,94;506,62;496,38;498,17;486,84;510,59;523,81;522,22;513,77;495,29;483,95;496,08;489,82;30.04.2021;552,20;;;;;;;
01.05.2021;523,93;504,94;502,76;;502,16;505,44;504,25;505,14;506,24;512,50;531,99;526,42;513,89;511,31;491,22;466,27;455,73;471,44;485,66;508,03;515,78;529,70;544,31;550,97;507,53;01.05.2021;507,40;;;;;;;
02.05.2021;536,76;506,33;490,42;;476,50;479,41;478,11;470,90;480,01;493,32;479,91;469,30;466,20;447,58;359,81;341,79;336,09;364,31;421,96;465,60;506,43;516,14;540,36;555,27;514,04;02.05.2021;466,52;;;;;;;
03.05.2021;526,75;510,33;499,92;;502,03;501,43;549,17;677,98;839,81;854,53;653,96;591,30;553,97;520,44;500,12;508,73;501,33;499,22;548,87;624,83;797,48;797,78;760,45;665,06;513,64;03.05.2021;604,13;;;;;;;
04.05.2021;500,82;471,41;456,31;;445,31;413,71;405,41;447,11;503,22;505,92;479,91;462,91;446,01;432,31;419,81;419,21;415,51;413,71;413,21;452,51;472,01;486,91;484,81;471,81;454,11;04.05.2021;453,08;;;;;;;
05.05.2021;427,61;397,80;398,80;;400,50;419,60;465,22;502,23;610,65;634,36;509,43;473,82;450,61;449,31;449,51;451,21;450,11;450,41;466,62;496,82;567,54;574,64;570,24;541,24;515,13;05.05.2021;486,39;;;;;;;
06.05.2021;508,07;502,99;499,39;;515,46;529,93;555,17;599,47;705,44;667,52;547,39;548,09;549,58;597,98;588,80;580,12;608,95;627,41;700,25;765,11;850,72;797,33;795,94;767,40;625,02;06.05.2021;626,40;;;;;;;
07.05.2021;597,23;580,47;575,75;;575,65;582,48;671,01;779,71;887,62;989,30;820,26;767,57;750,30;658,36;599,74;540,42;524,16;532,59;556,38;595,42;713,97;598,54;585,29;582,07;540,62;07.05.2021;650,20;;;;;;;
08.05.2021;559,27;559,17;571,01;;598,00;598,00;577,63;537,39;544,52;553,65;521,24;474,79;439,57;431,74;426,32;415,49;442,78;478,60;503,78;536,99;588,26;617,36;588,26;537,09;503,48;08.05.2021;525,18;;;;;;;
09.05.2021;471,04;371,87;281,67;;281,37;281,37;281,37;293,83;242,90;277,28;384,13;421,40;427,68;427,78;419,11;423,30;421,31;406,16;398,58;460,67;508,52;516,99;526,56;523,77;509,21;09.05.2021;398,24;;;;;;;
10.05.2021;462,47;433,56;411,84;;365,09;402,77;456,09;513,20;558,35;575,89;544,30;519,68;513,00;507,62;479,31;485,79;513,70;517,39;525,16;530,05;539,71;541,81;540,51;540,81;538,92;10.05.2021;500,71;;;;;;;
11.05.2021;533,08;528,68;527,78;;527,78;528,48;533,08;532,68;555,27;569,57;557,17;554,87;551,17;555,67;550,17;540,18;540,38;542,28;541,38;551,77;550,37;544,98;545,58;543,08;541,58;11.05.2021;543,63;;;;;;;
12.05.2021;529,67;526,06;525,56;;524,76;525,56;527,16;526,36;549,32;560,94;558,24;551,72;553,43;549,92;546,71;536,99;530,67;527,06;534,88;549,11;554,03;538,49;537,29;536,18;526,66;12.05.2021;538,62;;;;;;;
13.05.2021;515,90;510,38;508,57;;508,17;508,07;508,98;506,57;507,07;515,30;529,25;525,93;521,32;518,31;503,05;477,06;467,73;484,99;506,97;513,99;514,49;508,17;508,17;508,77;509,38;13.05.2021;507,77;;;;;;;
14.05.2021;511,01;508,28;507,58;;507,88;508,38;510,00;510,80;533,79;542,36;542,86;538,33;536,01;529,76;524,82;510,70;509,49;509,80;511,61;524,21;520,68;509,19;509,90;512,32;510,10;14.05.2021;518,33;;;;;;;
15.05.2021;509,37;505,26;500,35;;500,35;496,34;494,53;500,65;488,01;501,25;505,36;507,67;507,47;503,05;470,76;440,17;464,44;498,24;512,18;514,59;513,69;510,78;506,16;503,26;489,42;15.05.2021;497,64;;;;;;;
16.05.2021;514,20;465,11;404,69;;336,14;289,67;281,94;228,24;246,11;305,93;319,48;250,42;301,81;248,92;153,97;135,30;204,96;271,00;455,98;507,17;526,24;533,27;534,87;528,55;510,38;16.05.2021;356,43;;;;;;;
17.05.2021;513,49;509,08;507,17;;506,77;507,07;504,76;535,27;550,93;566,19;570,20;570,60;565,99;561,27;561,07;552,84;543,70;542,40;544,01;548,42;546,82;521,62;521,92;514,80;506,17;17.05.2021;536,36;;;;;;;
18.05.2021;517,31;513,69;512,79;;513,09;513,69;516,60;551,63;580,44;619,18;599,21;587,47;581,04;576,22;568,40;561,67;556,45;557,35;577,13;576,73;572,21;564,78;563,68;553,14;526,34;18.05.2021;556,68;;;;;;;
19.05.2021;519,69;516,98;512,37;;512,87;513,67;517,78;556,69;581,96;590,38;578,15;574,54;566,61;562,30;563,91;559,50;547,66;545,56;539,94;554,28;550,67;534,73;530,52;520,89;515,58;19.05.2021;544,47;;;;;;;
20.05.2021;517,98;508,79;504,14;;493,83;489,08;484,64;535,06;560,93;580,23;558,91;572,35;544,86;538,09;535,36;523,84;517,17;523,24;535,67;551,94;555,27;540,42;535,36;533,44;528,49;20.05.2021;532,05;;;;;;;
21.05.2021;518,85;457,36;381,54;;83,54;74,40;220,34;507,36;593,85;603,10;525,76;424,02;257,54;224,61;206,42;177,05;69,42;127,15;214,65;462,74;513,66;507,67;515,19;510,11;451,97;21.05.2021;359,51;;;;;;;
22.05.2021;375,10;91,26;9,55;;2,34;0,51;0,51;1,83;5,89;14,02;99,39;203,76;214,23;200,40;181,20;108,23;100,61;174,69;290,24;288,62;421,95;474,79;495,93;482,11;310,36;22.05.2021;189,48;;;;;;;
23.05.2021;254,75;254,44;185,83;;170,68;166,82;168,14;171,19;156,96;137,95;144,25;114,26;120,77;106,23;107,55;100,94;140,28;158,28;389,64;476,76;527,28;536,23;566,42;596,82;559,92;23.05.2021;263,02;;;;;;;
24.05.2021;533,59;489,16;436,40;;351,01;125,65;173,12;247,43;352,84;378,05;440,78;441,08;450,03;456,43;401,44;363,52;392,18;437,12;522,91;527,28;553,71;573,23;599,97;609,93;528,61;24.05.2021;432,73;;;;;;;
25.05.2021;517,93;481,03;454,60;;416,07;432,85;483,06;562,97;589,40;569,88;563,88;561,24;555,44;534,60;490,38;437,93;419,73;440,06;504,21;535,82;534,81;524,34;519,15;502,28;484,18;25.05.2021;504,83;;;;;;;
26.05.2021;484,09;480,42;477,97;;478,17;480,42;481,44;516,45;539,72;551,05;541,76;540,54;540,94;540,74;540,23;532,17;529,21;521,14;534,31;538,70;535,64;517,67;513,69;504,20;489,91;26.05.2021;517,11;;;;;;;
27.05.2021;475,41;471,24;469,20;;468,89;469,61;470,01;498,33;537,03;551,59;550,88;548,13;543,04;540,49;539,17;534,69;528,58;525,83;529,39;531,02;534,38;536,01;533,77;527,76;505,05;27.05.2021;517,48;;;;;;;
28.05.2021;494,66;489,25;484,35;;483,64;485,37;499,76;540,26;556,17;566,27;560,35;552,50;543,62;540,46;553,93;536,28;527,30;519,96;524,34;534,13;532,50;529,95;529,34;518,94;506,39;28.05.2021;525,41;;;;;;;
29.05.2021;498,00;495,76;494,23;;493,83;493,52;492,61;498,20;526,78;529,83;543,26;528,51;513,97;479,99;332,40;228,55;283,48;306,16;469,21;524,04;544,89;536,04;539,60;528,82;521,49;29.05.2021;475,13;;;;;;;
30.05.2021;510,66;505,65;501,06;;484,71;484,40;470,81;456,00;439,24;389,69;326,54;216,20;191,68;181,46;174,41;155,30;164,70;218,04;277,71;464,89;497,79;514,85;526,19;528,34;524,56;30.05.2021;383,54;;;;;;;
31.05.2021;503,41;498,50;495,85;;495,33;499,22;501,16;509,43;559,60;576,87;567,98;561,85;556,74;553,88;546,52;534,57;540,90;533,45;564,10;589,13;586,06;563,99;561,44;543,56;505,76;31.05.2021;539,55;;;;;;;
01.06.2021;427,04;413,06;397,02;;386,61;385,99;405,19;493,11;566,33;582,57;575,83;573,27;571,74;563,67;554,48;547,64;517,62;509,35;552,14;530,59;521,09;507,21;502,30;478,51;438,38;01.06.2021;500,03;;;;;;;
02.06.2021;416,81;405,18;387,90;;382,74;391,54;436,93;482,52;563,30;571,18;561,17;557,84;553,39;545,30;528,62;527,31;527,51;505,87;533,37;531,35;530,95;528,32;523,36;485,25;449,67;02.06.2021;496,97;;;;;;;
03.06.2021;441,51;427,52;412,32;;408,57;408,16;418,30;477,08;555,43;580,26;570,63;533,44;516,41;511,24;508,10;526,75;528,47;510,83;533,34;535,26;530,09;512,56;506,48;484,28;456,71;03.06.2021;495,57;;;;;;;
04.06.2021;462,42;448,52;443,76;;440,61;440,51;442,95;488,68;533,00;583,39;583,39;581,77;581,97;582,89;583,19;549,42;506,53;499,63;515,65;514,23;507,64;505,21;486,25;476,61;474,79;04.06.2021;509,71;;;;;;;
05.06.2021;466,79;462,52;462,11;;461,40;460,49;460,28;461,81;464,56;472,08;470,25;479,51;478,49;473,10;470,25;470,05;467,30;467,10;484,09;500,87;495,89;483,98;476,46;471,98;467,51;05.06.2021;472,04;;;;;;;
06.06.2021;463,12;458,77;453,92;;451,09;445,73;441,79;446,84;456,95;462,11;465,64;467,16;467,77;467,56;467,67;467,36;467,26;467,67;467,26;467,97;468,47;468,47;468,58;468,58;466,86;06.06.2021;462,28;;;;;;;
07.06.2021;469,08;464,63;462,31;;461,60;460,69;462,81;501,53;581,80;586,55;585,54;584,73;584,03;583,22;582,11;586,25;582,71;577,86;580,59;580,39;570,98;504,46;496,48;485,76;469,69;07.06.2021;533,58;;;;;;;
08.06.2021;477,95;466,79;463,68;;463,38;464,28;482,57;517,03;577,51;600,02;595,90;592,08;588,36;586,56;582,03;582,74;577,41;577,01;577,81;576,71;577,41;547,07;522,45;502,76;491,11;08.06.2021;541,28;;;;;;;
09.06.2021;508,66;506,35;505,34;;502,43;502,73;496,40;518,20;582,50;601,79;597,87;594,96;592,95;587,32;586,12;586,02;576,57;574,87;559,60;547,64;546,94;532,07;514,59;502,23;486,26;09.06.2021;546,27;;;;;;;
10.06.2021;491,09;490,99;475,09;;468,14;489,88;488,47;517,76;572,70;586,39;587,09;586,89;586,79;591,52;587,70;577,13;572,00;571,80;571,80;571,80;571,49;573,00;530,44;520,78;501,45;10.06.2021;545,09;;;;;;;
11.06.2021;498,16;493,80;491,67;;490,76;488,53;490,56;497,45;526,54;572,86;572,15;563,33;528,67;528,87;521,07;510,93;504,75;512,86;521,17;518,43;514,17;508,80;506,78;505,25;502,32;11.06.2021;515,41;;;;;;;
12.06.2021;496,28;474,40;459,27;;450,20;422,67;408,25;446,47;471,27;504,24;509,89;504,54;366,61;223,94;68,36;47,79;19,26;34,08;150,54;221,32;452,52;460,88;467,54;472,28;441,12;12.06.2021;357,24;;;;;;;
13.06.2021;375,89;242,16;75,18;;51,90;47,26;31,64;39,10;85,76;42,33;49,08;39,20;15,22;14,51;14,41;14,71;39,81;128,79;438,17;484,22;487,45;483,92;470,72;469,11;459,94;13.06.2021;191,69;;;;;;;
14.06.2021;466,79;430,41;417,81;;410,96;408,04;412,47;406,43;478,08;512,24;513,75;510,93;503,07;496,72;495,51;489,87;493,80;492,69;490,07;487,05;485,63;488,36;486,94;484,12;472,03;14.06.2021;472,24;;;;;;;
15.06.2021;451,86;433,13;429,71;;428,00;425,08;427,70;459,92;471,90;505,52;491,43;492,03;488,71;483,98;499,99;487,30;483,78;488,31;494,15;483,98;482,87;504,11;485,99;472,10;463,74;15.06.2021;472,30;;;;;;;
16.06.2021;415,37;408,31;404,68;;398,74;397,33;409,82;435,12;481,37;501,62;500,11;520,16;515,53;512,81;504,75;502,73;487,31;470,39;472,70;469,18;462,63;473,31;462,93;434,21;418,09;16.06.2021;460,80;;;;;;;
17.06.2021;401,20;394,43;387,66;;384,42;382,80;387,76;410,10;461,67;522,03;522,54;519,91;509,19;500,49;475,12;461,77;450,85;430,43;418,80;407,47;398,68;414,96;409,09;404,64;400,80;17.06.2021;435,70;;;;;;;
18.06.2021;404,46;389,03;381,27;;378,10;372,48;377,59;411,71;432,45;450,23;452,68;450,64;446,14;437,97;434,80;431,84;431,12;430,92;430,82;432,66;434,60;435,31;432,86;420,19;410,90;18.06.2021;421,28;;;;;;;
19.06.2021;409,94;389,75;380,53;;378,27;360,03;360,03;378,58;389,55;407,38;419,88;446,63;441,92;426,65;425,21;420,29;416,70;416,09;417,42;418,04;417,11;413,53;410,66;410,35;410,45;19.06.2021;406,87;;;;;;;
20.06.2021;413,16;394,58;392,41;;387,24;380,74;376,19;392,61;397,05;405,32;420,91;428,03;433,30;422,87;290,17;258,47;374,13;432,68;432,47;438,36;432,27;429,27;423,59;418,22;420,39;20.06.2021;399,77;;;;;;;
21.06.2021;403,77;397,05;390,24;;387,24;388,69;397,16;417,19;422,66;446,00;451,06;454,06;459,84;461,90;462,01;463,66;460,46;462,42;464,28;461,18;450,55;451,58;435,57;427,72;420,70;21.06.2021;434,87;;;;;;;
22.06.2021;444,14;432,92;430,56;;425,51;423,25;420,16;436,73;458,96;469,77;470,18;468,64;467,92;466,58;466,17;467,30;463,08;461,85;462,26;461,02;459,79;463,80;460,92;449,80;444,76;22.06.2021;453,17;;;;;;;
23.06.2021;450,52;449,60;444,80;;441,22;439,89;446,95;461,05;476,79;483,64;485,27;490,28;490,59;490,28;489,46;489,87;483,13;481,29;480,27;477,51;475,77;478,43;475,46;461,87;451,44;23.06.2021;470,64;;;;;;;
24.06.2021;453,65;450,60;446,12;;442,77;439,31;446,43;466,05;486,39;498,29;507,54;508,26;514,76;513,95;498,19;497,48;494,53;487,92;479,17;471,44;472,16;471,95;471,34;463,72;460,05;24.06.2021;476,75;;;;;;;
25.06.2021;469,60;463,30;457,92;;456,30;451,93;458,73;471,22;486,66;487,17;487,88;488,59;488,69;487,68;486,66;485,65;481,58;480,97;479,65;477,83;478,23;474,68;471,02;470,51;470,41;25.06.2021;475,54;;;;;;;
26.06.2021;485,90;480,94;478,91;;478,10;477,29;477,19;478,50;477,90;478,50;480,94;485,20;485,90;485,60;484,08;482,86;481,85;483,67;484,59;484,28;482,56;480,43;480,33;483,47;481,44;26.06.2021;481,68;;;;;;;
27.06.2021;508,69;504,42;498,73;;492,53;487,15;489,59;494,87;487,35;503,50;508,28;509,50;509,30;507,37;341,05;317,28;417,45;491,52;511,12;510,82;510,82;510,11;509,70;510,82;509,80;27.06.2021;485,07;;;;;;;
28.06.2021;520,37;504,11;500,05;;497,71;497,51;518,54;523,72;533,07;543,13;537,34;539,47;539,47;537,95;537,54;536,52;537,13;533,78;537,74;535,41;527,99;537,34;528,19;522,40;500,96;28.06.2021;526,14;;;;;;;
29.06.2021;485,26;477,52;470,70;;468,16;467,95;476,40;505,00;540,74;551,32;559,57;561,09;553,15;558,96;558,65;549,59;546,03;541,75;542,06;539,41;528,93;536,36;526,89;501,95;490,75;29.06.2021;522,42;;;;;;;
30.06.2021;479,98;465,38;453,64;;445,99;440,27;456,09;487,64;531,12;541,33;543,07;543,88;544,60;545,21;545,01;543,98;534,39;531,73;543,37;535,61;530,41;530,10;494,88;506,11;492,74;30.06.2021;511,11;;;;;;;
01.07.2021;464,31;460,34;453,52;;442,22;438,45;452,09;468,59;484,57;503,40;524,58;527,43;519,69;534,76;533,64;527,43;528,04;508,80;510,12;493,32;486,81;534,96;492,92;487,62;483,75;01.07.2021;494,22;;;;;;;
02.07.2021;475,40;468,85;466,29;;458,61;450,52;466,70;489,42;501,40;547,57;551,66;554,63;554,73;552,48;548,59;543,78;531,49;549,51;551,76;548,90;545,62;546,54;542,76;511,84;506,31;02.07.2021;519,39;;;;;;;
03.07.2021;510,04;504,20;500,51;;498,05;495,29;495,19;497,23;498,77;506,25;522,74;548,34;549,77;548,85;542,81;535,74;536,46;547,83;550,49;551,52;549,98;537,28;523,15;512,90;507,89;03.07.2021;523,80;;;;;;;
04.07.2021;531,86;512,77;509,71;;508,59;505,62;504,19;506,75;509,50;540,14;540,95;559,54;564,44;568,62;568,83;569,34;570,77;574,14;585,47;593,33;594,15;589,25;581,08;571,48;560,35;04.07.2021;550,87;;;;;;;
05.07.2021;555,66;541,46;540,65;;538,50;534,42;539,93;563,52;593,33;617,43;613,45;612,83;610,89;605,58;605,58;604,16;602,73;602,42;603,95;604,46;605,99;593,03;573,73;561,48;556,06;05.07.2021;582,55;;;;;;;
06.07.2021;558,50;535,79;529,88;;521,13;513,39;535,49;580,60;595,98;602,80;603,01;603,21;601,07;586,71;572,05;570,01;570,72;584,06;593,43;595,88;597,30;596,39;589,46;585,80;550,97;06.07.2021;573,90;;;;;;;
