;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31.03.2022;1918,20;1906,74;1865,71;;1834,02;1863,40;1921,57;2110,26;2749,63;3026,16;2408,18;2162,27;2049,00;1964,15;1922,73;1896,53;1845,09;1842,30;1864,94;1926,48;2006,14;1917,53;1854,34;1834,69;1818,03;31.03.2022;2021,17;;;;;;;
01.04.2022;1759,49;1735,07;1731,10;;1731,77;1743,02;1747,96;1810,56;1938,48;2018,05;1941,58;1871,13;1810,47;1780,42;1762,40;1758,62;1752,80;1739,72;1782,75;1857,76;1934,02;1893,42;1810,76;1801,74;1796,80;01.04.2022;1812,91;;;;;;;
02.04.2022;1785,42;1784,26;1782,81;;1782,33;1784,65;1786,10;1784,26;1787,07;1840,90;1834,41;1783,29;1762,09;1751,93;1740,41;1739,34;1739,05;1747,47;1791,81;1847,48;1869,17;1888,05;1885,72;1871,97;1846,13;02.04.2022;1800,67;;;;;;;
03.04.2022;1838,82;1810,72;1831,97;;1819,70;1830,04;1813,81;1797,49;1806,08;1824,53;1798,74;1785,71;1777,40;1740,70;1735,87;1731,82;1709,80;1729,02;1731,91;1752,68;1782,91;1786,19;1754,61;1735,39;1668,56;03.04.2022;1774,77;;;;;;;
04.04.2022;1616,79;1573,53;1556,24;;1561,07;1550,54;1546,97;1637,65;1721,58;1725,35;1729,31;1726,31;1721,68;1709,60;1708,83;1706,22;1683,72;1698,79;1698,69;1698,40;1703,52;1708,16;1708,93;1708,54;1660,35;04.04.2022;1669,20;;;;;;;
05.04.2022;1661,34;1656,93;1654,92;;1657,31;1662,58;1668,81;1718,56;1749,80;1784,11;1763,51;1750,09;1739,83;1733,99;1734,75;1734,27;1722,77;1742,71;1754,69;1784,50;1816,79;1916,66;1860,31;1792,07;1743,09;05.04.2022;1741,85;;;;;;;
06.04.2022;1716,75;1644,35;1625,69;;1606,28;1578,92;1607,90;1668,64;1721,54;1726,89;1689,69;1671,51;1667,21;1653,24;1643,01;1659,84;1652,57;1654,77;1665,68;1672,28;1712,64;1687,96;1669,50;1675,91;1645,11;06.04.2022;1663,25;;;;;;;
07.04.2022;1651,38;1634,94;1619,18;;1592,71;1585,25;1586,21;1619,75;1640,96;1645,45;1635,23;1635,23;1629,78;1616,12;1601,40;1608,00;1610,86;1612,01;1632,46;1642,78;1640,68;1649,75;1648,32;1637,90;1636,28;07.04.2022;1625,53;;;;;;;
08.04.2022;1617,07;1607,20;1595,33;;1602,13;1609,79;1623,39;1638,14;1645,03;1648,19;1645,03;1631,15;1622,05;1610,94;1600,31;1591,69;1612,95;1637,85;1637,95;1653,65;1662,75;1690,14;1695,98;1686,21;1651,07;08.04.2022;1634,00;;;;;;;
09.04.2022;1637,25;1582,84;1570,26;;1571,69;1574,55;1578,07;1583,31;1591,70;1619,81;1601,42;1580,93;1575,02;1569,97;1567,31;1566,07;1560,54;1558,73;1571,40;1581,50;1586,46;1583,98;1581,98;1581,69;1577,88;09.04.2022;1581,43;;;;;;;
10.04.2022;1585,81;1585,24;1584,86;;1584,86;1584,95;1585,43;1585,72;1585,62;1587,72;1586,19;1578,09;1576,47;1570,28;1569,90;1559,13;1549,69;1563,03;1583,90;1620,12;1649,66;1667,39;1684,26;1682,64;1672,92;10.04.2022;1599,33;;;;;;;
11.04.2022;1686,73;1705,60;1704,75;;1714,66;1727,71;1752,68;1785,08;1951,29;2629,45;2071,75;1902,78;1764,79;1734,67;1686,26;1679,01;1673,01;1714,09;1757,54;1786,80;1822,06;1881,62;1803,86;1784,61;1773,08;11.04.2022;1812,25;;;;;;;
12.04.2022;1779,62;1741,02;1709,38;;1706,43;1715,48;1767,04;1893,81;1962,24;2041,73;1906,10;1739,50;1696,61;1662,01;1654,48;1653,53;1650,67;1668,40;1709,86;1759,70;1782,58;1772,48;1738,16;1679,93;1640,00;12.04.2022;1751,28;;;;;;;
13.04.2022;1654,57;1644,44;1635,27;;1671,68;1705,80;1719,56;1750,71;1796,29;1832,42;1804,61;1795,05;1782,53;1760,17;1793,43;1811,39;1811,49;1817,51;1806,71;1802,79;1805,28;1812,16;1826,87;1832,42;1826,21;13.04.2022;1770,81;;;;;;;
14.04.2022;1880,12;1863,03;1849,56;;1830,84;1831,51;1871,14;1857,01;1873,15;1909,53;1858,63;1866,37;1853,76;1830,94;1804,39;1791,88;1776,69;1798,28;1831,13;1844,31;1867,90;1882,03;1878,88;1901,61;1878,40;14.04.2022;1851,30;;;;;;;
15.04.2022;1915,88;1832,61;1801,48;;1793,65;1789,26;1819,72;1888,00;1921,61;1864,60;1834,90;1799,47;1772,64;1729,10;1653,85;1623,38;1628,25;1671,99;1757,55;1793,08;1869,47;2026,46;1932,50;1893,82;1819,72;15.04.2022;1809,71;;;;;;;
16.04.2022;1806,06;1789,54;1759,75;;1716,87;1705,03;1757,46;1766,24;1768,44;1761,18;1703,69;1650,03;1623,38;1518,72;1442,14;1392,00;1343,68;870,42;1445,00;1653,85;1758,41;1793,27;1787,63;1744,66;1646,30;16.04.2022;1633,49;;;;;;;
17.04.2022;1592,54;1517,00;1416,74;;1377,49;1380,35;1380,64;1441,28;1420,65;1466,78;1521,21;1526,55;1538,20;1432,49;1214,86;928,67;668,74;894,20;1026,27;1592,25;1742,27;1770,54;1770,63;1718,78;1559,40;17.04.2022;1412,44;;;;;;;
18.04.2022;1032,57;799,09;828,69;;799,09;841,01;909,67;1251,06;1421,99;1376,53;1451,21;1516,05;1463,05;1444,91;1241,60;477,66;741,12;1474,99;1678,77;1710,57;1782,95;1855,53;1931,92;1921,80;1867,27;18.04.2022;1325,80;;;;;;;
19.04.2022;1842,92;1789,35;1772,35;;1770,54;1775,89;1838,53;1880,07;1954,75;2730,91;2363,74;1937,46;1848,08;1811,41;1769,30;1740,08;1735,59;1758,79;1806,35;1872,53;1943,96;1973,65;1973,37;1833,09;1770,92;19.04.2022;1895,57;;;;;;;
20.04.2022;1769,82;1756,46;1747,30;;1749,02;1756,27;1807,04;1897,41;1915,83;2012,88;1908,29;1822,50;1774,02;1731,94;1667,24;1652,06;1694,15;1764,29;1782,42;1873,84;1898,46;1910,68;1890,25;1882,14;1848,36;20.04.2022;1813,03;;;;;;;
21.04.2022;1792,67;1721,24;1697,11;;1700,07;1730,01;1792,67;1854,08;1901,38;1938,96;1906,63;1868,29;1800,87;1742,69;1694,15;1652,77;1653,81;1706,55;1785,42;1819,27;1854,27;1855,32;1830,43;1802,11;1748,23;21.04.2022;1785,38;;;;;;;
22.04.2022;1772,15;1734,25;1737,98;;1717,21;1719,80;1758,27;1832,26;1829,20;1840,30;1833,41;1765,16;1699,50;1651,84;1567,80;1268,12;959,44;1267,74;1611,64;1713,10;1760,19;1817,33;1793,40;1732,72;1645,04;22.04.2022;1667,83;;;;;;;
23.04.2022;1672,53;1667,43;1657,33;;1524,90;1287,48;1214,82;1395,27;1526,35;1618,93;1651,46;1652,61;1646,93;1648,67;1544,25;1298,36;1154,19;1260,34;1295,18;1382,66;1666,95;1698,32;1683,50;1657,42;1621,04;23.04.2022;1517,79;;;;;;;
24.04.2022;1380,28;1151,01;975,52;;880,39;842,05;880,00;879,62;952,71;966,78;1107,14;1433,86;1167,81;922,62;812,93;803,90;863,41;1079,48;1493,95;1716,81;1810,29;1864,74;1885,90;1882,89;1810,87;24.04.2022;1231,87;;;;;;;
25.04.2022;1802,81;1783,89;1801,84;;1806,41;1814,85;1876,39;2203,41;2460,54;2562,75;2122,84;2185,45;2141,96;1980,74;1885,03;1833,20;1813,30;1828,83;1884,74;1937,25;1935,80;1922,30;1928,52;1919,39;1891,92;25.04.2022;1971,84;;;;;;;
26.04.2022;1864,79;1844,21;1833,34;;1832,27;1847,03;1865,76;1884,20;1928,75;2015,52;2007,08;1985,63;1927,39;1920,11;1897,40;1902,64;1884,20;1880,42;1941,08;1985,04;1985,14;1951,75;1940,30;1909,14;1886,53;26.04.2022;1913,32;;;;;;;
27.04.2022;1914,45;1879,16;1865,43;;1850,04;1874,45;1914,94;2001,12;2104,65;2526,82;2401,03;2139,65;2025,83;1981,22;1912,20;1870,92;1858,67;1857,98;1959,65;2017,20;2017,40;2011,22;2001,71;1969,85;1924,45;27.04.2022;1995,00;;;;;;;
28.04.2022;1966,96;1915,51;1878,08;;1898,66;1906,70;1921,00;2033,40;2776,75;2736,77;2462,10;2133,54;2017,72;1974,99;1927,18;1921,79;1873,28;1926,69;2011,54;2029,48;2043,29;2064,46;2136,58;2100,03;2043,88;28.04.2022;2070,85;;;;;;;
29.04.2022;2010,55;1950,56;1942,45;;1949,28;1971,15;2044,99;2171,30;2691,65;2793,21;2458,74;2213,76;2085,18;2006,98;1952,44;1932,55;1910,28;1973,82;2072,51;2195,15;2195,05;2234,84;2245,04;2215,34;2070,63;29.04.2022;2136,98;;;;;;;
30.04.2022;1977,66;1892,98;1861,23;;1837,32;1861,72;1885,93;1915,04;1961,98;1991,19;1958,16;1921,21;1887,10;1820,95;1750,97;1685,11;1775,28;1839,37;1922,19;1986,78;2104,09;2122,51;2151,62;2118,79;2069,59;30.04.2022;1929,12;;;;;;;
01.05.2022;1998,28;1920,26;1904,50;;1905,30;1910,25;1937,81;1917,29;1906,58;1882,50;1860,49;1815,78;1805,67;1789,51;1684,43;1617,02;1685,23;1808,54;1883,09;1982,22;2101,48;2171,56;2179,69;2158,38;2074,51;01.05.2022;1912,52;;;;;;;
02.05.2022;1984,40;1945,34;1929,98;;1921,16;1945,84;2014,74;2114,36;2233,82;2368,63;2130,52;2021,77;1952,98;1944,45;1944,35;1919,67;1913,82;1963,39;2041,20;2112,48;2147,08;2152,03;2177,31;2105,54;2067,77;02.05.2022;2043,86;;;;;;;
03.05.2022;1980,88;1915,49;1882,19;;1892,90;1914,50;1968,00;2107,01;2137,83;2278,83;2199,96;2041,12;1998,02;1981,57;1981,18;1980,78;1980,78;1986,23;2102,16;2368,00;2591,73;2594,51;2513,26;2431,12;2198,07;03.05.2022;2126,09;;;;;;;
04.05.2022;2079,23;2007,23;1989,55;;1997,30;2017,06;2112,10;2371,59;2378,25;2586,30;2358,98;2221,14;2078,43;2032,26;2007,53;1981,31;2005,74;2043,87;2167,71;2403,07;2650,55;2706,07;2373,58;2244,58;2181,52;04.05.2022;2208,12;;;;;;;
05.05.2022;2130,91;2032,04;2002,12;;1991,62;2015,69;2079,19;2204,62;2526,89;2572,96;2428,42;2256,33;2228,00;2154,69;2064,93;2032,53;2020,15;2047,49;2170,14;2276,84;2378,09;2378,09;2367,09;2229,39;2169,25;05.05.2022;2198,23;;;;;;;
06.05.2022;2107,53;2045,38;1984,21;;1972,18;1990,33;2086,91;2223,65;2633,55;2513,78;2263,70;2103,09;2051,50;1987,27;1952,84;1934,49;1913,08;1963,89;2020,72;2078,43;2070,93;2075,76;2091,94;2108,42;2071,32;06.05.2022;2093,54;;;;;;;
07.05.2022;2039,87;1995,87;1985,79;;1948,87;1932,81;1934,71;1954,96;2006,45;2029,20;1991,88;1971,32;1950,37;1920,94;1795,51;1716,49;1639,06;1756,60;1931,11;1961,84;2012,93;2053,54;2052,44;2049,65;1995,77;07.05.2022;1942,83;;;;;;;
08.05.2022;2003,66;1955,92;1942,35;;1887,58;1878,63;1877,52;1868,28;1900,84;1874,01;1725,86;1550,99;1551,09;1498,72;1475,61;1461,64;1443,85;1673,40;1844,16;1952,70;2005,87;2071,80;2146,17;2121,05;2077,63;08.05.2022;1824,56;;;;;;;
09.05.2022;2014,11;1962,25;1926,57;;1920,74;1952,80;1989,29;2120,85;2239,24;2257,13;2183,76;2009,59;1953,71;1909,48;1898,93;1868,88;1919,33;1959,23;2009,29;2039,14;2033,01;2029,09;2025,07;2010,39;1973,00;09.05.2022;2008,54;;;;;;;
10.05.2022;1893,61;1848,70;1798,27;;1707,75;1667,46;1786,51;1850,11;1969,47;1995,79;1964,54;1899,84;1818,76;1726,54;1757,78;1752,66;1745,22;1803,39;1876,63;1922,95;1933,60;1954,50;1971,17;1966,75;1927,07;10.05.2022;1855,79;;;;;;;
11.05.2022;1864,83;1857,98;1838,95;;1783,70;1785,34;1848,46;1929,28;1949,13;1939,10;1881,51;1761,09;1595,87;1463,18;1587,38;1523,84;1585,33;1530,70;1717,00;1794,96;1858,28;1929,28;1940,74;1943,09;1916,60;11.05.2022;1784,40;;;;;;;
12.05.2022;1743,52;1558,42;1471,94;;1528,17;1565,56;1716,63;1801,08;1862,92;1855,99;1799,76;1733,13;1463,68;1035,11;866,11;865,29;1038,07;1592,65;1672,72;1732,32;1791,51;1819,42;1857,01;1854,87;1834,80;12.05.2022;1585,86;;;;;;;
13.05.2022;1825,08;1815,51;1802,85;;1742,55;1757,67;1781,34;1838,35;1867,58;1871,80;1852,45;1750,16;1653,22;1483,53;642,56;272,50;316,44;521,44;1275,34;1543,42;1598,37;1610,62;1585,71;1544,45;1509,77;13.05.2022;1477,61;;;;;;;
14.05.2022;1514,14;1510,56;1484,02;;1324,65;1535,17;1570,70;1648,08;1699,23;1699,03;1688,00;1333,13;942,52;805,51;211,84;66,16;773,96;1469,01;1663,19;1725,57;1792,34;1825,42;1837,16;1834,40;1827,97;14.05.2022;1407,57;;;;;;;
15.05.2022;1842,60;1824,16;1799,00;;1750,61;1683,37;1680,62;1643,64;1627,34;1586,49;1205,68;1009,06;946,21;788,51;476,77;244,40;919,72;1410,55;1633,96;1658,00;1757,94;1792,88;1807,45;1802,56;1794,11;15.05.2022;1445,23;;;;;;;
16.05.2022;1752,44;1691,93;1673,08;;1680,52;1709,35;1758,14;1808,67;1834,65;1873,26;1867,05;1868,07;1869,60;1833,33;1803,58;1830,07;1838,63;1819,47;1810,92;1826,91;1833,94;1825,38;1816,21;1810,61;1764,05;16.05.2022;1799,99;;;;;;;
17.05.2022;1825,67;1821,78;1812,58;;1808,90;1808,39;1807,26;1796,22;1796,63;1839,99;1891,22;1921,18;1888,97;1880,07;1879,66;1869,84;1851,13;1830,99;1821,58;1841,52;1811,97;1813,50;1808,70;1815,04;1802,05;17.05.2022;1835,20;;;;;;;
18.05.2022;1770,99;1738,94;1719,08;;1696,45;1715,60;1731,26;1775,81;1831,00;1879,02;1825,77;1777,65;1749,08;1768,02;1760,04;1753,28;1786,76;1869,09;1951,00;2063,73;2076,84;1998,31;1927,55;1897,65;1867,45;18.05.2022;1830,43;;;;;;;
19.05.2022;1862,09;1831,62;1785,08;;1750,42;1767,39;1830,29;1890,93;2280,16;2271,47;2213,79;2000,05;1864,75;1847,47;1828,34;1801,96;1856,67;1949,22;2052,31;2052,21;1966,41;2003,53;2004,55;1945,54;1861,27;19.05.2022;1938,23;;;;;;;
20.05.2022;1822,73;1762,02;1742,92;;1750,67;1770,18;1807,34;1890,04;1961,37;2090,31;2042,93;2044,27;2014,23;1974,69;1901,39;1857,83;1889,42;1900,67;1913,06;1922,55;1900,36;1894,89;1879,92;1841,21;1767,29;20.05.2022;1889,26;;;;;;;
21.05.2022;1729,62;1601,22;1175,18;;1002,65;971,86;951,43;1111,34;1259,34;1173,64;1286,23;1406,11;1313,94;1332,21;1073,06;1112,06;824,99;1163,38;1446,44;1616,10;1732,49;1789,45;1839,64;1878,44;1858,22;21.05.2022;1360,38;;;;;;;
22.05.2022;1833,83;1780,15;1719,30;;1697,44;1700,62;1689,64;1667,26;1659,57;1661,93;1606,30;1468,37;1464,17;1450,41;1164,19;1128,48;1415,52;1632,37;1663,47;1708,83;1815,25;1860,51;1855,89;1846,35;1767,53;22.05.2022;1635,72;;;;;;;
23.05.2022;1726,58;1659,16;1583,32;;1560,53;1592,04;1697,03;1783,64;1915,93;2169,41;2168,18;2052,11;1897,66;1856,10;1762,40;1761,37;1743,93;1755,32;1809,91;1815,87;1791,65;1762,60;1734,18;1678,66;1487,98;23.05.2022;1781,90;;;;;;;
24.05.2022;914,21;781,10;697,08;;512,03;354,94;266,72;585,08;1582,50;1675,23;1666,42;1643,57;1622,05;1559,03;1454,62;1316,49;1550,53;1613,24;1666,42;1691,01;1696,95;1698,28;1695,62;1690,39;1616,62;24.05.2022;1314,59;;;;;;;
25.05.2022;1608,97;1615,26;1611,24;;1594,14;1580,13;1607,84;1683,45;1826,65;1868,38;1833,04;1721,88;1663,78;1627,21;1459,69;1385,42;1238,41;1247,58;1525,22;1624,53;1646,57;1638,33;1601,66;1512,44;1149,81;25.05.2022;1577,98;;;;;;;
26.05.2022;989,90;798,07;600,61;;564,81;365,39;231,32;292,05;499,98;366,01;206,29;66,37;63,39;57,75;49,24;37,44;33,24;42,67;299,23;953,79;1185,62;1319,69;1354,16;1389,65;1101,61;26.05.2022;536,18;;;;;;;
27.05.2022;838,84;584,22;527,34;;511,69;735,62;817,56;998,12;1125,78;947,07;583,61;166,54;118,26;102,40;72,22;60,87;51,76;40,92;37,75;74,98;512,00;753,01;764,47;717,00;512,51;27.05.2022;485,61;;;;;;;
28.05.2022;103,03;85,27;38,80;;28,69;30,63;20,32;30,33;19,50;7,35;13,79;15,42;19,10;18,28;17,67;18,99;22,77;33,49;131,42;860,32;1277,67;1384,99;1400,51;1402,04;1346,70;28.05.2022;346,96;;;;;;;
29.05.2022;1411,29;1388,77;1384,00;;1362,90;1379,44;1389,18;1320,80;1363,01;1380,56;1421,03;1420,22;1471,55;1430,36;1354,18;1270,69;1272,92;1385,12;1521,66;1593,08;1617,43;1603,94;1566,30;1487,78;1410,48;29.05.2022;1425,28;;;;;;;
30.05.2022;1457,75;1439,19;1428,23;;1424,28;1425,39;1458,77;1644,01;1851,87;1990,44;1943,88;1939,21;1864,04;1796,38;1799,11;1795,87;1927,14;1967,82;1878,65;1943,06;1779,03;1760,46;1702,13;1664,90;1489,10;30.05.2022;1723,78;;;;;;;
31.05.2022;1716,21;1564,04;1531,74;;1526,35;1522,39;1559,87;1673,85;1795,95;2035,37;2030,90;1974,83;1908,60;1886,35;1811,89;1796,76;1754,81;1773,09;1768,01;1767,61;1716,00;1720,27;1718,75;1716,00;1564,44;31.05.2022;1743,09;;;;;;;
01.06.2022;1616,82;1589,85;1547,83;;1544,70;1551,57;1533,69;1665,71;1807,32;1894,99;2022,36;1968,73;1924,39;1857,42;1809,34;1809,34;1751,06;1745,40;1849,34;2040,54;1848,93;1815,20;1841,56;1806,21;1616,72;01.06.2022;1769,13;;;;;;;
02.06.2022;1529,98;1497,33;1491,20;;1490,30;1486,88;1491,00;1652,97;1762,19;1858,05;1792,03;1692,26;1630,86;1576,51;1498,53;1475,53;1495,92;1588,86;1669,85;1748,32;1713,16;1707,13;1708,13;1658,09;1631,07;02.06.2022;1618,59;;;;;;;
03.06.2022;1537,62;1513,93;1506,64;;1505,83;1505,73;1511,80;1628,92;1750,39;1837,65;1795,03;1703,83;1638,33;1599,77;1520,71;1518,48;1511,60;1557,05;1625,78;1680,44;1695,63;1694,41;1683,89;1635,60;1543,49;03.06.2022;1612,61;;;;;;;
04.06.2022;1484,68;1452,23;1446,97;;1443,74;1440,50;1441,92;1459,91;1485,90;1668,20;1668,70;1638,88;1480,84;1424,73;1214,12;989,76;1299,15;1429,88;1606,82;1668,80;1699,24;1760,71;1744,94;1706,21;1650,81;04.06.2022;1512,82;;;;;;;
05.06.2022;1464,08;1439,05;1427,40;;1349,69;1338,44;1259,71;1252,12;1314,83;1380,79;1442,39;1435,20;1452,43;1382,62;950,69;1027,99;1275,11;1427,20;1454,35;1478,16;1476,64;1468,64;1467,32;1465,09;1435,00;05.06.2022;1369,37;;;;;;;
06.06.2022;1047,65;920,60;831,53;;891,82;861,73;892,43;912,49;954,64;851,60;578,03;313,69;114,80;60,29;56,33;57,75;95,24;281,06;1223,24;1397,81;1420,61;1421,02;1418,69;1420,00;1318,78;06.06.2022;805,91;;;;;;;
07.06.2022;1229,52;1220,00;1216,65;;1217,26;1216,35;1218,68;1439,66;1816,16;2104,32;2071,49;1875,23;1701,88;1662,97;1659,73;1636,73;1629,84;1634,80;1701,88;1816,16;1766,11;1761,96;1752,43;1706,43;1526,49;07.06.2022;1607,61;;;;;;;
08.06.2022;1235,73;1026,70;960,84;;876,29;788,80;982,08;1412,05;1598,93;1880,53;2021,58;1880,83;1807,77;1778,30;1717,63;1651,68;1473,43;1468,04;1497,41;1500,05;1525,05;1550,97;1523,83;1467,74;1238,38;08.06.2022;1452,69;;;;;;;
09.06.2022;1298,60;1294,75;1279,64;;1271,72;1269,90;1288,16;1373,47;1535,97;1836,53;1887,75;1887,75;1861,89;1800,52;1667,33;1590,74;1562,54;1548,85;1620,67;1746,96;1767,65;1742,39;1676,97;1487,68;1392,33;09.06.2022;1570,45;;;;;;;
10.06.2022;1351,75;1334,66;1306,07;;1271,48;1271,07;1336,79;1364,77;1500,60;1773,27;1772,76;1726,88;1618,62;1558,70;1459,50;1417,58;1363,96;1351,85;1361,31;1358,47;1355,92;1353,99;1371,08;1371,08;1354,70;10.06.2022;1429,45;;;;;;;
11.06.2022;1321,18;1289,41;1239,06;;1227,08;1222,41;1224,75;1330,72;1337,63;1341,69;1270,53;841,13;757,18;654,65;503,30;44,26;392,35;644,20;1218,25;1349,71;1368,89;1372,55;1361,58;1355,90;1335,50;11.06.2022;1083,50;;;;;;;
12.06.2022;1177,09;1054,53;821,18;;802,34;722,48;704,56;1196,24;1191,33;992,59;829,27;763,02;516,57;209,90;51,40;20,48;105,16;634,11;1318,60;1387,20;1392,02;1396,52;1394,78;1389,66;1347,27;12.06.2022;892,43;;;;;;;
13.06.2022;1335,80;1303,14;1273,86;;1264,44;1263,92;1284,61;1377,58;1945,44;1455,70;1502,50;1467,58;1499,83;1429,39;1166,45;925,52;900,54;1260,03;1414,95;1451,10;1446,39;1446,08;1444,64;1433,48;1397,03;13.06.2022;1362,08;;;;;;;
14.06.2022;1321,29;1302,23;1285,85;;1280,49;1258,55;1249,90;1408,44;1475,61;1527,32;1585,21;1574,60;1601,59;1625,49;1596,13;1549,06;1594,80;1568,32;1564,10;1551,53;1546,27;1545,97;1493,22;1494,35;1450,26;14.06.2022;1477,11;;;;;;;
15.06.2022;1402,21;1384,54;1370,82;;1369,88;1369,15;1370,82;1531,53;1762,20;1870,31;1870,62;1851,49;1766,56;1720,10;1734,65;1698,37;1698,79;1731,95;1684,55;1626,64;1559,39;1472,38;1413,44;1392,54;1383,71;15.06.2022;1584,86;;;;;;;
16.06.2022;1390,00;1359,61;1348,99;;1346,81;1345,56;1349,83;1499,61;2315,88;2471,07;2150,79;1886,82;1701,65;1592,15;1320,58;1319,95;1390,52;1483,89;1719,65;1977,07;2050,55;2081,68;1998,30;1772,64;1499,09;16.06.2022;1682,20;;;;;;;
17.06.2022;1491,93;1478,21;1464,38;;1463,02;1461,24;1478,42;1842,47;2094,25;2462,28;2404,16;2224,85;2041,25;1893,27;1850,53;1823,62;1831,58;1834,61;1780,57;1725,17;1530,89;1479,88;1466,27;1463,13;1459,15;17.06.2022;1751,88;;;;;;;
18.06.2022;1523,13;1517,17;1499,39;;1491,03;1481,82;1493,43;1519,88;1521,45;1534,00;1546,44;1543,10;1473,67;1239,35;867,43;1021,45;1470,01;1540,17;1537,66;1542,89;1540,48;1537,87;1533,79;1529,09;1534,94;18.06.2022;1459,99;;;;;;;
19.06.2022;1549,75;1546,92;1545,24;;1506,17;1263,26;1162,28;1178,94;1032,50;948,28;1019,09;1017,84;1029,05;892,35;948,49;1320,14;1498,00;1551,32;1569,02;1572,06;1578,03;1572,16;1571,64;1571,75;1571,33;19.06.2022;1333,98;;;;;;;
20.06.2022;1558,02;1553,62;1550,90;;1550,38;1546,29;1586,62;1587,04;1736,10;1821,57;1846,29;1879,50;2098,21;2102,71;2170,80;1959,94;1875,72;1832,67;1748,98;1739,55;1617,83;1603,80;1646,54;1695,35;1631,56;20.06.2022;1747,50;;;;;;;
21.06.2022;1555,47;1452,32;1402,41;;1397,10;1358,44;1505,14;1657,47;1829,80;1865,33;1861,89;1865,12;1865,96;1865,75;1865,64;1841,99;1865,85;1872,52;1865,64;1865,64;1859,39;1756,66;1601,31;1570,89;1564,01;21.06.2022;1708,82;;;;;;;
22.06.2022;1553,71;1542,11;1540,04;;1538,18;1534,14;1538,70;1645,46;1802,13;1811,87;1804,83;1811,35;1808,87;1796,34;1773,86;1771,69;1795,51;1781,84;1754,71;1794,78;1749,74;1666,79;1712,66;1645,56;1639,87;22.06.2022;1700,61;;;;;;;
23.06.2022;1556,75;1509,29;1504,67;;1365,95;1311,45;1501,83;1576,18;1600,96;1604,11;1602,53;1605,05;1605,68;1605,79;1611,56;1617,55;1615,34;1604,74;1603,90;1603,58;1603,58;1603,58;1601,80;1598,12;1575,76;23.06.2022;1566,24;;;;;;;
24.06.2022;1430,29;1345,59;1292,44;;1256,48;1231,53;1268,75;1437,21;1519,92;1538,05;1540,57;1542,46;1539,62;1537,53;1533,02;1530,82;1518,87;1603,05;1648,33;1606,93;1593,93;1569,82;1670,66;1596,02;1570,86;24.06.2022;1496,78;;;;;;;
25.06.2022;1585,62;1537,65;1499,90;;1484,99;1466,74;1469,34;1489,58;1511,16;1551,52;1588,54;1592,71;1592,71;1591,77;1590,10;1589,48;1588,44;1590,00;1587,60;1586,66;1585,52;1585,62;1587,18;1557,15;1531,91;25.06.2022;1555,91;;;;;;;
26.06.2022;1536,71;1532,24;1529,12;;1501,35;1472,65;1459,44;1520,17;1532,03;1527,97;1239,39;1054,08;987,94;863,35;832,15;856,59;1441,45;1548,04;1559,69;1587,56;1610,54;1576,74;1563,75;1552,51;1537,64;26.06.2022;1392,63;;;;;;;
27.06.2022;1551,99;1540,56;1535,36;;1533,90;1532,44;1534,32;1554,07;1660,36;1800,85;1808,03;1821,54;1797,94;1791,49;1724,73;1701,33;1655,78;1656,40;1630,30;1574,35;1569,67;1755,61;1651,52;1560,52;1560,11;27.06.2022;1645,97;;;;;;;
28.06.2022;1476,28;1465,56;1416,44;;1396,35;1392,50;1416,65;1541,73;1601,99;1628,21;1652,67;1663,60;1664,01;1664,84;1697,11;1684,41;1626,76;1602,20;1601,78;1577,53;1566,19;1580,45;1583,36;1542,57;1495,01;28.06.2022;1564,09;;;;;;;
29.06.2022;1484,54;1464,04;1448,31;;1438,48;1427,40;1407,83;1538,89;1622,53;1681,33;1826,46;1968,17;1660,62;1636,92;1667,87;1635,36;1627,19;1619,53;1619,53;1617,87;1608,66;1614,76;1623,46;1608,04;1532,16;29.06.2022;1599,16;;;;;;;
